"cod_ibge";"ano";"nivel_escolar";"rede";"matriculas"
3546702;2019;"Pré-escola";"Municipal";716
3546702;2019;"Pré-escola";"Particular";18
3546801;2019;"Pré-escola";"Estadual";0
3546801;2019;"Pré-escola";"Municipal";1339
3546801;2019;"Pré-escola";"Particular";78
3546900;2019;"Pré-escola";"Estadual";0
3546900;2019;"Pré-escola";"Municipal";215
3546900;2019;"Pré-escola";"Particular";0
3547007;2019;"Pré-escola";"Estadual";0
3547007;2019;"Pré-escola";"Municipal";161
3547007;2019;"Pré-escola";"Particular";0
3547106;2019;"Pré-escola";"Estadual";0
3547106;2019;"Pré-escola";"Municipal";88
3547106;2019;"Pré-escola";"Particular";0
3547205;2019;"Pré-escola";"Estadual";0
3547205;2019;"Pré-escola";"Municipal";28
3547205;2019;"Pré-escola";"Particular";0
3547304;2019;"Pré-escola";"Estadual";0
3547304;2019;"Pré-escola";"Municipal";3481
3547304;2019;"Pré-escola";"Particular";967
3547403;2019;"Pré-escola";"Estadual";0
3547403;2019;"Pré-escola";"Municipal";56
3547403;2019;"Pré-escola";"Particular";0
3547502;2019;"Pré-escola";"Estadual";0
3547502;2019;"Pré-escola";"Municipal";457
3547502;2019;"Pré-escola";"Particular";93
3547601;2019;"Pré-escola";"Estadual";0
3547601;2019;"Pré-escola";"Municipal";414
3547601;2019;"Pré-escola";"Particular";150
3547650;2019;"Pré-escola";"Estadual";0
3547650;2019;"Pré-escola";"Municipal";59
3547650;2019;"Pré-escola";"Particular";0
3547700;2019;"Pré-escola";"Estadual";0
3547700;2019;"Pré-escola";"Municipal";232
3547700;2019;"Pré-escola";"Particular";171
3547809;2019;"Pré-escola";"Estadual";0
3547809;2019;"Pré-escola";"Municipal";9461
3547809;2019;"Pré-escola";"Particular";6881
3547908;2019;"Pré-escola";"Estadual";0
3547908;2019;"Pré-escola";"Municipal";149
3547908;2019;"Pré-escola";"Particular";0
3548005;2019;"Pré-escola";"Estadual";0
3548005;2019;"Pré-escola";"Municipal";608
3548005;2019;"Pré-escola";"Particular";18
3548054;2019;"Pré-escola";"Estadual";0
3548054;2019;"Pré-escola";"Municipal";248
3548054;2019;"Pré-escola";"Particular";0
3548104;2019;"Pré-escola";"Estadual";0
3548104;2019;"Pré-escola";"Municipal";125
3548104;2019;"Pré-escola";"Particular";0
3548203;2019;"Pré-escola";"Estadual";0
3548203;2019;"Pré-escola";"Municipal";210
3548203;2019;"Pré-escola";"Particular";6
3548302;2019;"Pré-escola";"Estadual";0
3548302;2019;"Pré-escola";"Municipal";84
3548302;2019;"Pré-escola";"Particular";0
3548401;2019;"Pré-escola";"Estadual";0
3548401;2019;"Pré-escola";"Municipal";95
3548401;2019;"Pré-escola";"Particular";0
3548500;2019;"Pré-escola";"Estadual";0
3548500;2019;"Pré-escola";"Municipal";4158
3548500;2019;"Pré-escola";"Particular";5154
3548609;2019;"Pré-escola";"Estadual";0
3548609;2019;"Pré-escola";"Municipal";212
3548609;2019;"Pré-escola";"Particular";0
3548708;2019;"Pré-escola";"Estadual";0
3548708;2019;"Pré-escola";"Municipal";17205
3548708;2019;"Pré-escola";"Particular";3841
3548807;2019;"Pré-escola";"Estadual";0
3548807;2019;"Pré-escola";"Municipal";2407
3548807;2019;"Pré-escola";"Particular";941
3548906;2019;"Pré-escola";"Estadual";21
3548906;2019;"Pré-escola";"Municipal";4529
3548906;2019;"Pré-escola";"Particular";975
3549003;2019;"Pré-escola";"Estadual";0
3549003;2019;"Pré-escola";"Municipal";52
3549003;2019;"Pré-escola";"Particular";0
3549102;2019;"Pré-escola";"Estadual";0
3549102;2019;"Pré-escola";"Municipal";1534
3549102;2019;"Pré-escola";"Particular";547
3549201;2019;"Pré-escola";"Estadual";0
3549201;2019;"Pré-escola";"Municipal";77
3549201;2019;"Pré-escola";"Particular";0
3549250;2019;"Pré-escola";"Estadual";0
3549250;2019;"Pré-escola";"Municipal";49
3549250;2019;"Pré-escola";"Particular";0
3549300;2019;"Pré-escola";"Estadual";0
3549300;2019;"Pré-escola";"Municipal";58
3549300;2019;"Pré-escola";"Particular";0
3549409;2019;"Pré-escola";"Estadual";0
3549409;2019;"Pré-escola";"Municipal";1030
3549409;2019;"Pré-escola";"Particular";123
3549508;2019;"Pré-escola";"Estadual";0
3549508;2019;"Pré-escola";"Municipal";221
3549508;2019;"Pré-escola";"Particular";0
3549607;2019;"Pré-escola";"Estadual";0
3549607;2019;"Pré-escola";"Municipal";82
3549607;2019;"Pré-escola";"Particular";0
3549706;2019;"Pré-escola";"Estadual";0
3549706;2019;"Pré-escola";"Municipal";1037
3549706;2019;"Pré-escola";"Particular";321
3549805;2019;"Pré-escola";"Estadual";0
3549805;2019;"Pré-escola";"Municipal";8298
3549805;2019;"Pré-escola";"Particular";2634
3549904;2019;"Pré-escola";"Estadual";0
3549904;2019;"Pré-escola";"Municipal";12851
3549904;2019;"Pré-escola";"Particular";5948
3549953;2019;"Pré-escola";"Estadual";0
3549953;2019;"Pré-escola";"Municipal";356
3549953;2019;"Pré-escola";"Particular";15
3550001;2019;"Pré-escola";"Estadual";0
3550001;2019;"Pré-escola";"Municipal";238
3550001;2019;"Pré-escola";"Particular";0
3550100;2019;"Pré-escola";"Estadual";0
3550100;2019;"Pré-escola";"Municipal";799
3550100;2019;"Pré-escola";"Particular";177
3550209;2019;"Pré-escola";"Estadual";517
3550209;2019;"Pré-escola";"Municipal";283
3550209;2019;"Pré-escola";"Particular";19
3550308;2019;"Pré-escola";"Estadual";73
3550308;2019;"Pré-escola";"Municipal";215469
3550308;2019;"Pré-escola";"Particular";86607
3550407;2019;"Pré-escola";"Estadual";0
3550407;2019;"Pré-escola";"Municipal";730
3550407;2019;"Pré-escola";"Particular";130
3550506;2019;"Pré-escola";"Estadual";0
3550506;2019;"Pré-escola";"Municipal";177
3550506;2019;"Pré-escola";"Particular";0
3550605;2019;"Pré-escola";"Estadual";0
3550605;2019;"Pré-escola";"Municipal";1846
3550605;2019;"Pré-escola";"Particular";287
3550704;2019;"Pré-escola";"Estadual";0
3550704;2019;"Pré-escola";"Municipal";2602
3550704;2019;"Pré-escola";"Particular";141
3550803;2019;"Pré-escola";"Estadual";0
3550803;2019;"Pré-escola";"Municipal";218
3550803;2019;"Pré-escola";"Particular";25
3550902;2019;"Pré-escola";"Estadual";0
3550902;2019;"Pré-escola";"Municipal";236
3550902;2019;"Pré-escola";"Particular";101
3551009;2019;"Pré-escola";"Estadual";0
3551009;2019;"Pré-escola";"Municipal";6785
3551009;2019;"Pré-escola";"Particular";1650
3551108;2019;"Pré-escola";"Estadual";0
3551108;2019;"Pré-escola";"Municipal";286
3551108;2019;"Pré-escola";"Particular";0
3551207;2019;"Pré-escola";"Estadual";0
3551207;2019;"Pré-escola";"Municipal";88
3551207;2019;"Pré-escola";"Particular";0
3551306;2019;"Pré-escola";"Estadual";0
3551306;2019;"Pré-escola";"Municipal";87
3551306;2019;"Pré-escola";"Particular";0
3551405;2019;"Pré-escola";"Estadual";0
3551405;2019;"Pré-escola";"Municipal";274
3551405;2019;"Pré-escola";"Particular";0
3551504;2019;"Pré-escola";"Estadual";0
3551504;2019;"Pré-escola";"Municipal";1053
3551504;2019;"Pré-escola";"Particular";132
3551603;2019;"Pré-escola";"Estadual";0
3551603;2019;"Pré-escola";"Municipal";569
3551603;2019;"Pré-escola";"Particular";64
3551702;2019;"Pré-escola";"Estadual";0
3551702;2019;"Pré-escola";"Municipal";2877
3551702;2019;"Pré-escola";"Particular";432
3551801;2019;"Pré-escola";"Estadual";2
3551801;2019;"Pré-escola";"Municipal";371
3551801;2019;"Pré-escola";"Particular";0
3551900;2019;"Pré-escola";"Estadual";0
3551900;2019;"Pré-escola";"Municipal";382
3551900;2019;"Pré-escola";"Particular";0
3552007;2019;"Pré-escola";"Estadual";0
3552007;2019;"Pré-escola";"Municipal";138
3552007;2019;"Pré-escola";"Particular";0
3552106;2019;"Pré-escola";"Estadual";0
3552106;2019;"Pré-escola";"Municipal";689
3552106;2019;"Pré-escola";"Particular";130
3552205;2019;"Pré-escola";"Estadual";0
3552205;2019;"Pré-escola";"Municipal";13677
3552205;2019;"Pré-escola";"Particular";3550
3552304;2019;"Pré-escola";"Estadual";0
3552304;2019;"Pré-escola";"Municipal";209
3552304;2019;"Pré-escola";"Particular";0
3552403;2019;"Pré-escola";"Estadual";0
3552403;2019;"Pré-escola";"Municipal";6485
3552403;2019;"Pré-escola";"Particular";739
3552502;2019;"Pré-escola";"Estadual";0
3552502;2019;"Pré-escola";"Municipal";7666
3552502;2019;"Pré-escola";"Particular";1299
3552551;2019;"Pré-escola";"Estadual";0
3552551;2019;"Pré-escola";"Municipal";88
3552551;2019;"Pré-escola";"Particular";0
3552601;2019;"Pré-escola";"Estadual";0
3552601;2019;"Pré-escola";"Municipal";291
3552601;2019;"Pré-escola";"Particular";0
3552700;2019;"Pré-escola";"Estadual";0
3552700;2019;"Pré-escola";"Municipal";362
3552700;2019;"Pré-escola";"Particular";28
3552809;2019;"Pré-escola";"Estadual";0
3552809;2019;"Pré-escola";"Municipal";6379
3552809;2019;"Pré-escola";"Particular";1430
3552908;2019;"Pré-escola";"Estadual";0
3552908;2019;"Pré-escola";"Municipal";163
3552908;2019;"Pré-escola";"Particular";0
3553005;2019;"Pré-escola";"Estadual";0
3553005;2019;"Pré-escola";"Municipal";350
3553005;2019;"Pré-escola";"Particular";17
3553104;2019;"Pré-escola";"Estadual";0
3553104;2019;"Pré-escola";"Municipal";140
3553104;2019;"Pré-escola";"Particular";0
3553203;2019;"Pré-escola";"Estadual";0
3553203;2019;"Pré-escola";"Municipal";117
3553203;2019;"Pré-escola";"Particular";0
3553302;2019;"Pré-escola";"Estadual";0
3553302;2019;"Pré-escola";"Municipal";400
3553302;2019;"Pré-escola";"Particular";52
3553401;2019;"Pré-escola";"Estadual";0
3553401;2019;"Pré-escola";"Municipal";562
3553401;2019;"Pré-escola";"Particular";71
3553500;2019;"Pré-escola";"Estadual";0
3553500;2019;"Pré-escola";"Municipal";230
3553500;2019;"Pré-escola";"Particular";0
3553609;2019;"Pré-escola";"Estadual";0
3553609;2019;"Pré-escola";"Municipal";379
3553609;2019;"Pré-escola";"Particular";28
3553658;2019;"Pré-escola";"Estadual";0
3553658;2019;"Pré-escola";"Municipal";69
3553658;2019;"Pré-escola";"Particular";0
3553708;2019;"Pré-escola";"Estadual";0
3553708;2019;"Pré-escola";"Municipal";1016
3553708;2019;"Pré-escola";"Particular";217
3553807;2019;"Pré-escola";"Estadual";0
3553807;2019;"Pré-escola";"Municipal";505
3553807;2019;"Pré-escola";"Particular";76
3553856;2019;"Pré-escola";"Estadual";0
3553856;2019;"Pré-escola";"Municipal";170
3553856;2019;"Pré-escola";"Particular";0
3553906;2019;"Pré-escola";"Estadual";0
3553906;2019;"Pré-escola";"Municipal";150
3553906;2019;"Pré-escola";"Particular";0
3553955;2019;"Pré-escola";"Estadual";0
3553955;2019;"Pré-escola";"Municipal";440
3553955;2019;"Pré-escola";"Particular";0
3554003;2019;"Pré-escola";"Estadual";0
3554003;2019;"Pré-escola";"Municipal";2572
3554003;2019;"Pré-escola";"Particular";405
3554102;2019;"Pré-escola";"Estadual";0
3554102;2019;"Pré-escola";"Municipal";6431
3554102;2019;"Pré-escola";"Particular";2018
3554201;2019;"Pré-escola";"Estadual";0
3554201;2019;"Pré-escola";"Municipal";118
3554201;2019;"Pré-escola";"Particular";0
3554300;2019;"Pré-escola";"Estadual";0
3554300;2019;"Pré-escola";"Municipal";571
3554300;2019;"Pré-escola";"Particular";73
3554409;2019;"Pré-escola";"Estadual";0
3554409;2019;"Pré-escola";"Municipal";170
3554409;2019;"Pré-escola";"Particular";0
3554508;2019;"Pré-escola";"Estadual";0
3554508;2019;"Pré-escola";"Municipal";821
3554508;2019;"Pré-escola";"Particular";136
3554607;2019;"Pré-escola";"Estadual";0
3554607;2019;"Pré-escola";"Municipal";60
3554607;2019;"Pré-escola";"Particular";0
3554656;2019;"Pré-escola";"Estadual";0
3554656;2019;"Pré-escola";"Municipal";49
3554656;2019;"Pré-escola";"Particular";0
3554706;2019;"Pré-escola";"Estadual";0
3554706;2019;"Pré-escola";"Municipal";225
3554706;2019;"Pré-escola";"Particular";0
3554755;2019;"Pré-escola";"Estadual";0
3554755;2019;"Pré-escola";"Municipal";44
3554755;2019;"Pré-escola";"Particular";0
3554805;2019;"Pré-escola";"Estadual";0
3554805;2019;"Pré-escola";"Municipal";779
3554805;2019;"Pré-escola";"Particular";213
3554904;2019;"Pré-escola";"Estadual";0
3554904;2019;"Pré-escola";"Municipal";160
3554904;2019;"Pré-escola";"Particular";0
3554953;2019;"Pré-escola";"Estadual";0
3554953;2019;"Pré-escola";"Municipal";168
3554953;2019;"Pré-escola";"Particular";0
3555000;2019;"Pré-escola";"Estadual";0
3555000;2019;"Pré-escola";"Municipal";1087
3555000;2019;"Pré-escola";"Particular";368
3555109;2019;"Pré-escola";"Estadual";0
3555109;2019;"Pré-escola";"Municipal";276
3555109;2019;"Pré-escola";"Particular";38
3555208;2019;"Pré-escola";"Estadual";0
3555208;2019;"Pré-escola";"Municipal";37
3555208;2019;"Pré-escola";"Particular";0
3555307;2019;"Pré-escola";"Estadual";0
3555307;2019;"Pré-escola";"Municipal";26
3555307;2019;"Pré-escola";"Particular";0
3555356;2019;"Pré-escola";"Estadual";0
3555356;2019;"Pré-escola";"Municipal";176
3555356;2019;"Pré-escola";"Particular";0
3555406;2019;"Pré-escola";"Estadual";10
3555406;2019;"Pré-escola";"Municipal";2269
3555406;2019;"Pré-escola";"Particular";294
3555505;2019;"Pré-escola";"Estadual";0
3555505;2019;"Pré-escola";"Municipal";164
3555505;2019;"Pré-escola";"Particular";0
3555604;2019;"Pré-escola";"Estadual";0
3555604;2019;"Pré-escola";"Municipal";251
3555604;2019;"Pré-escola";"Particular";0
3555703;2019;"Pré-escola";"Estadual";0
3555703;2019;"Pré-escola";"Municipal";44
3555703;2019;"Pré-escola";"Particular";0
3555802;2019;"Pré-escola";"Estadual";0
3555802;2019;"Pré-escola";"Municipal";185
3555802;2019;"Pré-escola";"Particular";3
3555901;2019;"Pré-escola";"Estadual";0
3555901;2019;"Pré-escola";"Municipal";28
3555901;2019;"Pré-escola";"Particular";0
3556008;2019;"Pré-escola";"Estadual";0
3556008;2019;"Pré-escola";"Municipal";296
3556008;2019;"Pré-escola";"Particular";0
3556107;2019;"Pré-escola";"Estadual";0
3556107;2019;"Pré-escola";"Municipal";329
3556107;2019;"Pré-escola";"Particular";0
3556206;2019;"Pré-escola";"Estadual";0
3556206;2019;"Pré-escola";"Municipal";1879
3556206;2019;"Pré-escola";"Particular";932
3556305;2019;"Pré-escola";"Estadual";0
3556305;2019;"Pré-escola";"Municipal";590
3556305;2019;"Pré-escola";"Particular";48
3556354;2019;"Pré-escola";"Estadual";0
3556354;2019;"Pré-escola";"Municipal";179
3556354;2019;"Pré-escola";"Particular";0
3556404;2019;"Pré-escola";"Estadual";0
3556404;2019;"Pré-escola";"Municipal";812
3556404;2019;"Pré-escola";"Particular";171
3556453;2019;"Pré-escola";"Estadual";0
3556453;2019;"Pré-escola";"Municipal";1266
3556453;2019;"Pré-escola";"Particular";343
3556503;2019;"Pré-escola";"Estadual";0
3556503;2019;"Pré-escola";"Municipal";2706
3556503;2019;"Pré-escola";"Particular";122
3556602;2019;"Pré-escola";"Estadual";0
3556602;2019;"Pré-escola";"Municipal";219
3556602;2019;"Pré-escola";"Particular";0
3556701;2019;"Pré-escola";"Estadual";0
3556701;2019;"Pré-escola";"Municipal";1578
3556701;2019;"Pré-escola";"Particular";516
3556800;2019;"Pré-escola";"Estadual";0
3556800;2019;"Pré-escola";"Municipal";377
3556800;2019;"Pré-escola";"Particular";94
3556909;2019;"Pré-escola";"Estadual";0
3556909;2019;"Pré-escola";"Municipal";304
3556909;2019;"Pré-escola";"Particular";4
3556958;2019;"Pré-escola";"Estadual";0
3556958;2019;"Pré-escola";"Municipal";44
3556958;2019;"Pré-escola";"Particular";0
3557006;2019;"Pré-escola";"Estadual";0
3557006;2019;"Pré-escola";"Municipal";2760
3557006;2019;"Pré-escola";"Particular";280
3557105;2019;"Pré-escola";"Estadual";0
3557105;2019;"Pré-escola";"Municipal";1763
3557105;2019;"Pré-escola";"Particular";383
3557154;2019;"Pré-escola";"Estadual";0
3557154;2019;"Pré-escola";"Municipal";59
3557154;2019;"Pré-escola";"Particular";0
3557204;2019;"Pré-escola";"Estadual";0
3557204;2019;"Pré-escola";"Municipal";332
3557204;2019;"Pré-escola";"Particular";23
3557303;2019;"Pré-escola";"Estadual";0
3557303;2019;"Pré-escola";"Municipal";260
3557303;2019;"Pré-escola";"Particular";12
3500105;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500105;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1291
3500105;2019;"Ensino Fundamental - Anos Iniciais";"Particular";728
3500204;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500204;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";267
3500204;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3500303;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";259
3500303;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1987
3500303;2019;"Ensino Fundamental - Anos Iniciais";"Particular";240
3500402;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500402;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";353
3500402;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3500501;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";146
3500501;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";867
3500501;2019;"Ensino Fundamental - Anos Iniciais";"Particular";98
3500550;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500550;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";455
3500550;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3500600;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500600;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";287
3500600;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3500709;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500709;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2281
3500709;2019;"Ensino Fundamental - Anos Iniciais";"Particular";436
3500758;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500758;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";429
3500758;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3500808;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";220
3500808;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";0
3500808;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3500907;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3500907;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";247
3500907;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3501004;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501004;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";929
3501004;2019;"Ensino Fundamental - Anos Iniciais";"Particular";197
3501103;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501103;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";220
3501103;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3501152;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501152;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1129
3501152;2019;"Ensino Fundamental - Anos Iniciais";"Particular";318
3501202;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501202;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";200
3501202;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3501301;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501301;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1279
3501301;2019;"Ensino Fundamental - Anos Iniciais";"Particular";487
3501400;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501400;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";251
3501400;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3501509;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501509;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";248
3501509;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3501608;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";4470
3501608;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4861
3501608;2019;"Ensino Fundamental - Anos Iniciais";"Particular";4637
3501707;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501707;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2310
3501707;2019;"Ensino Fundamental - Anos Iniciais";"Particular";197
3501806;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3501806;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";350
3501806;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3501905;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";1054
3501905;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2192
3501905;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1023
3502002;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502002;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";299
3502002;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3502101;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502101;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2862
3502101;2019;"Ensino Fundamental - Anos Iniciais";"Particular";980
3502200;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";248
3502200;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1407
3502200;2019;"Ensino Fundamental - Anos Iniciais";"Particular";131
3502309;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502309;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";468
3502309;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3502408;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502408;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";259
3502408;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3502507;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502507;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2072
3502507;2019;"Ensino Fundamental - Anos Iniciais";"Particular";499
3502606;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502606;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";231
3502606;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3502705;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";805
3502705;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1026
3502705;2019;"Ensino Fundamental - Anos Iniciais";"Particular";81
3502754;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502754;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1647
3502754;2019;"Ensino Fundamental - Anos Iniciais";"Particular";286
3502804;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2
3502804;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";8721
3502804;2019;"Ensino Fundamental - Anos Iniciais";"Particular";3606
3502903;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3502903;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";2103
3502903;2019;"Ensino Fundamental - Anos Iniciais";"Particular";157
3503000;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503000;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";353
3503000;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3503109;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503109;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";433
3503109;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3503158;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503158;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";171
3503158;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3503208;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";5474
3503208;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5044
3503208;2019;"Ensino Fundamental - Anos Iniciais";"Particular";3802
3503307;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2454
3503307;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4038
3503307;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1725
3503356;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";29
3503356;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";107
3503356;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3503406;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503406;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";452
3503406;2019;"Ensino Fundamental - Anos Iniciais";"Particular";10
3503505;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503505;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";263
3503505;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3503604;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503604;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";725
3503604;2019;"Ensino Fundamental - Anos Iniciais";"Particular";26
3503703;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503703;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";464
3503703;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3503802;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3503802;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";3188
3503802;2019;"Ensino Fundamental - Anos Iniciais";"Particular";671
3503901;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";2
3503901;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";6071
3503901;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1153
3503950;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";98
3503950;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";18
3503950;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3504008;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3504008;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";5069
3504008;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1163
3504107;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";469
3504107;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";8413
3504107;2019;"Ensino Fundamental - Anos Iniciais";"Particular";2272
3504206;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3504206;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";612
3504206;2019;"Ensino Fundamental - Anos Iniciais";"Particular";149
3504305;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";59
3504305;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";253
3504305;2019;"Ensino Fundamental - Anos Iniciais";"Particular";0
3504404;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3504404;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";743
3504404;2019;"Ensino Fundamental - Anos Iniciais";"Particular";108
3504503;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3504503;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";4677
3504503;2019;"Ensino Fundamental - Anos Iniciais";"Particular";1296
3504602;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
3504602;2019;"Ensino Fundamental - Anos Iniciais";"Municipal";1172
3504602;2019;"Ensino Fundamental - Anos Iniciais";"Particular";105
3504701;2019;"Ensino Fundamental - Anos Iniciais";"Estadual";0
